5.5	12.0608	1	"BAH"
6.5	12.4562	1	"BAH"
7.5	7.1178	1	"BAH"
8.5	5.9315	1	"BAH"
9.5	4.7452	1	"BAH"
10.5	4.5475	1	"BAH"
11.5	2.5703	1	"BAH"
12.5	3.5589	1	"BAH"
13.5	3.9544	1	"BAH"
14.5	2.9658	1	"BAH"
15.5	2.5703	1	"BAH"
16.5	2.3726	1	"BAH"
17.5	2.9658	1	"BAH"
18.5	1.1863	1	"BAH"
19.5	1.7795	1	"BAH"
20.5	1.9772	1	"BAH"
21.5	1.5817	1	"BAH"
22.5	0.9886	1	"BAH"
23.5	1.1863	1	"BAH"
24.5	1.7795	1	"BAH"
25.5	1.5817	1	"BAH"
26.5	0.7909	1	"BAH"
27.5	1.384	1	"BAH"
28.5	2.5703	1	"BAH"
29.5	1.384	1	"BAH"
30.5	1.5817	1	"BAH"
31.5	0.3954	1	"BAH"
32.5	0.9886	1	"BAH"
33.5	0.9886	1	"BAH"
34.5	1.1863	1	"BAH"
35.5	1.5817	1	"BAH"
36.5	1.1863	1	"BAH"
37.5	0.7909	1	"BAH"
38.5	1.9772	1	"BAH"
39.5	1.1863	1	"BAH"
40.5	1.384	1	"BAH"
41.5	0.5932	1	"BAH"
42.5	1.1863	1	"BAH"
43.5	1.5817	1	"BAH"
44.5	0.7909	1	"BAH"
45.5	1.7795	1	"BAH"
46.5	0.7909	1	"BAH"
47.5	0.1977	1	"BAH"
48.5	0.1977	1	"BAH"
49.5	0.1977	1	"BAH"
51.5	0.1977	1	"BAH"
52.5	0.1977	1	"BAH"
53.5	1.5817	1	"BAH"
54.5	0.3954	1	"BAH"
58.5	0.1977	1	"BAH"
59.5	0.3954	1	"BAH"
62.5	0.3954	1	"BAH"
63.5	0.1977	1	"BAH"
64.5	0.3954	1	"BAH"
68.5	0.1977	1	"BAH"
72.5	0.1977	1	"BAH"
79.5	0.1977	1	"BAH"
5.5	1.1863	1	"FAH"
6.5	3.1635	1	"FAH"
7.5	1.9772	1	"FAH"
8.5	1.1863	1	"FAH"
9.5	0.7909	1	"FAH"
10.5	0.7909	1	"FAH"
11.5	0.9886	1	"FAH"
12.5	0.9886	1	"FAH"
13.5	0.9886	1	"FAH"
14.5	0.1977	1	"FAH"
15.5	1.384	1	"FAH"
16.5	0.5932	1	"FAH"
17.5	0.3954	1	"FAH"
18.5	0.3954	1	"FAH"
19.5	1.1863	1	"FAH"
20.5	0.7909	1	"FAH"
21.5	0.1977	1	"FAH"
22.5	0.7909	1	"FAH"
23.5	0.5932	1	"FAH"
24.5	0.7909	1	"FAH"
26.5	0.3954	1	"FAH"
27.5	0.1977	1	"FAH"
28.5	0.1977	1	"FAH"
30.5	0.1977	1	"FAH"
32.5	0.1977	1	"FAH"
35.5	0.1977	1	"FAH"
38.5	0.1977	1	"FAH"
41.5	0.3954	1	"FAH"
44.5	0.1977	1	"FAH"
45.5	0.1977	1	"FAH"
