dbh,n,rel_freq,time
7.5,155.8015,0.36263359765607817,0
12.5,70.9804,0.16520943517917025,0
17.5,40.3345,0.09388000015827244,0
22.5,24.3195,0.056604511369896915,0
27.5,21.3533,0.04970057413330125,0
32.5,17.2011,0.04003617921933978,0
37.5,17.2013,0.04003664472653663,0
42.5,18.783099999999997,0.04371834114648371,0
47.5,14.038,0.03267395014743777,0
52.5,13.6424,0.03175317691205336,0
57.5,7.7108,0.017947164467649462,0
62.5,10.0834,0.023469476343971646,0
67.5,5.9314,0.013805546937207036,0
72.5,4.3497,0.01012408327085839,0
77.5,2.768,0.00644261960450974,0
82.5,2.3726,0.005522311876322186,0
87.5,0.5932,0.0013806943458797608,0
92.5,0.5931,0.001380461592281332,0
97.5,0.1977,4.6015386409377736e-4,0
102.5,0.3954,9.203077281875547e-4,0
107.5,0.5931,0.001380461592281332,0
122.5,0.1977,4.6015386409377736e-4,0
137.5,0.1977,4.6015386409377736e-4,0
2.5,104.6176309544059,0.21749834682077002,5
7.5,108.41783912625903,0.22539891756981573,5
12.5,76.49235630992946,0.15902635999361922,5
17.5,39.63233438416835,0.08239497616765287,5
22.5,25.507828058254244,0.05303035810547672,5
27.5,18.52284092895481,0.03850868389695745,5
32.5,16.86512263513542,0.0350623146271601,5
37.5,15.396427700109472,0.03200892183439652,5
42.5,16.455386293292428,0.03421047946161253,5
47.5,14.298396095983396,0.02972613205531558,5
52.5,10.756786680405424,0.022363183898816134,5
57.5,8.530020408660612,0.017733773172895376,5
62.5,8.409854601476662,0.017483950421524883,5
67.5,5.472744635060726,0.011377746751087343,5
72.5,4.875493248290896,0.010136070868410707,5
77.5,1.8058034700217414,0.003754235933559896,5
82.5,2.4280441052752875,0.005047864055872605,5
87.5,0.6353625224757451,0.0013209083116265032,5
92.5,0.4764616412699007,9.905559737333155e-4,5
97.5,0.1588205470899669,3.301853245777718e-4,5
102.5,0.35677250612408573,7.417242157482035e-4,5
107.5,0.35677250612408573,7.417242157482035e-4,5
112.5,0.17838625306204287,3.7086210787410176e-4,5
122.5,0.17838625306204287,3.7086210787410176e-4,5
137.5,0.17838625306204287,3.7086210787410176e-4,5
2.5,199.90254298360196,0.37702810150972316,10
7.5,52.34025591186701,0.09871683983831585,10
12.5,91.4954783338523,0.17256592126377346,10
17.5,44.14664549113734,0.08326320260423924,10
22.5,27.014751760765552,0.050951430717684223,10
27.5,17.876312165401966,0.03371578938978052,10
32.5,16.811655672432266,0.03170778383710832,10
37.5,12.270820249875097,0.023143497795108003,10
42.5,14.26863934580348,0.026911503592610728,10
47.5,13.549755106684989,0.025555645103595207,10
52.5,9.318097018940357,0.017574485928489068,10
57.5,8.025094600867208,0.015135806361648388,10
62.5,7.269568124954595,0.013710838431765522,10
67.5,5.459496348831637,0.010296935260939163,10
72.5,3.3338530291082837,0.006287845364629726,10
77.5,2.856747854476346,0.005387996590686414,10
82.5,1.8635861354670513,0.003514834439663034,10
87.5,0.7655870297216593,0.001443942733535426,10
92.5,0.255174164673307,4.812736717861481e-4,10
97.5,0.255174164673307,4.812736717861481e-4,10
102.5,0.16095930845480627,3.0357884187602174e-4,10
107.5,0.4828779253644188,9.107365256280653e-4,10
112.5,0.16095930845480627,3.0357884187602174e-4,10
122.5,0.16095930845480627,3.0357884187602174e-4,10
137.5,0.16095930845480627,3.0357884187602174e-4,10
2.5,287.1362853245895,0.49873169001021206,15
7.5,24.194083721322823,0.04202309801752724,15
12.5,83.86933162119668,0.14567400790945695,15
17.5,45.93030897851473,0.0797771016423475,15
22.5,26.795906498182568,0.04654224636947953,15
27.5,17.363137461801394,0.030158316217035266,15
32.5,15.978954367220762,0.027754106058561625,15
37.5,11.785839172923502,0.020471015992479046,15
42.5,12.02473289310082,0.02088595438545218,15
47.5,11.901980282181833,0.020672743376514088,15
52.5,9.551080750891408,0.016589427696089763,15
57.5,7.92390502436579,0.013763159678042723,15
62.5,5.463360792165781,0.00948940033103866,15
67.5,5.725541563306155,0.009944786382060412,15
72.5,3.7842253717121848,0.006572882674441693,15
77.5,1.8835201137977324,0.0032715167588821805,15
82.5,1.6658115083375908,0.0028933751366620485,15
87.5,1.328353299389369,0.002307238478014702,15
92.5,0.10249595456914498,1.7802689264331025e-4,15
97.5,0.30748786370743497,5.340806779299308e-4,15
107.5,0.2904696806344005,5.045215186083456e-4,15
112.5,0.4357045209516007,7.567822779125184e-4,15
127.5,0.14523484031720024,2.522607593041728e-4,15
142.5,0.14523484031720024,2.522607593041728e-4,15
2.5,320.62145996132233,0.5165916110732283,20
7.5,54.8607209615599,0.0883926741197856,20
12.5,63.711948100839116,0.10265394561548313,20
17.5,50.47944509495364,0.08133347615231513,20
22.5,30.011922188331997,0.04835580012811707,20
27.5,17.470583079364744,0.028148947548446848,20
32.5,14.207663814500755,0.022891667764238705,20
37.5,11.872852700576027,0.019129774112330453,20
42.5,10.577719684271475,0.01704303028823456,20
47.5,9.996891632962301,0.016107188692296076,20
52.5,10.122711395821437,0.016309911972291414,20
57.5,6.965103842611094,0.011222312492061045,20
62.5,5.332862178505792,0.008592412575122475,20
67.5,5.319684710505738,0.00857118077914464,20
72.5,3.4653081042791314,0.005583372668412846,20
77.5,1.6423220674252346,0.002646141661305714,20
82.5,1.560024497079819,0.002513542195077598,20
87.5,1.1819186617855306,0.0019043306262873244,20
92.5,0.08233921891340415,1.326665712211463e-4,20
97.5,0.24701765674021245,3.979997136634389e-4,20
107.5,0.2620930599721747,4.222895002676088e-4,20
112.5,0.39313958995826204,6.334342504014132e-4,20
