dbh,n,rel_freq,time
7.5,110.0345,0.22731357454621778,0
12.5,98.49849999999999,0.20348205446874054,0
17.5,72.3212,0.1494039640973688,0
22.5,42.1505,0.08707615178794244,0
27.5,34.6079,0.07149435364851979,0
32.5,30.6146,0.06324483829437712,0
37.5,24.8465,0.051328871671726596,0
42.5,17.304,0.03574728011621584,0
47.5,12.8672,0.026581565112770027,0
52.5,9.761099999999999,0.02016486222505747,0
57.5,5.3244,0.010999353805523557,0
62.5,7.0991,0.014665598490119504,0
67.5,5.3243,0.010999147221611652,0
72.5,3.9932999999999996,0.008249515354142667,0
77.5,3.1059,0.006416289719888743,0
82.5,0.8874,0.0018332256342539262,0
87.5,1.7748,0.0036664512685078525,0
92.5,1.3311,0.0027498384513808894,0
97.5,0.4437,9.166128171269631e-4,0
102.5,0.4437,9.166128171269631e-4,0
107.5,0.8874,0.0018332256342539262,0
112.5,0.4437,9.166128171269631e-4,0
2.5,14.200133126248062,0.02944044542848261,1
7.5,107.26459024,0.22238645844327015,1
12.5,95.21663884,0.19740802672271993,1
17.5,69.80586620968351,0.14472510760729365,1
22.5,40.74050601,0.0844653098145342,1
27.5,33.35443367,0.06915212523215494,1
32.5,29.553299459999998,0.061271418531667045,1
37.5,23.83613722,0.049418304097029804,1
42.5,16.59884511,0.03441357833001584,1
47.5,12.390317079999999,0.025688241834935295,1
52.5,9.481133759999999,0.01965677353724747,1
57.5,5.15397483,0.010685485366465661,1
62.5,6.8496577,0.01420106219623289,1
67.5,5.1160330599999995,0.010606822539912275,1
72.5,3.8415546,0.007964508329346816,1
77.5,2.96471466,0.0061465987243046385,1
82.5,0.8556754499999999,0.0017740302971985832,1
87.5,1.7113508999999998,0.0035480605943971665,1
92.5,1.27346337,0.0026402096738344072,1
97.5,0.41778792,8.661793766358238e-4,1
102.5,0.43788752999999997,9.078509205627597e-4,1
107.5,0.8556754499999999,0.0017740302971985832,1
112.5,0.41450454,8.59372104559459e-4,1
2.5,27.969957843354788,0.05814531078276794,2
7.5,90.136449749183,0.18738004228943703,2
12.5,95.529448852874,0.19859127151943756,2
17.5,69.06925188626623,0.14358452518777678,2
22.5,43.21456262818844,0.08983653777491797,2
27.5,35.360537675693,0.0735092081337344,2
32.5,29.769571764758,0.06188643586186225,2
37.5,22.80276977274,0.04740350852759259,2
42.5,15.110530757043,0.031412507372426436,2
47.5,13.208187099623,0.027457822714129998,2
52.5,8.781630190281,0.01825568059318828,2
57.5,6.288107286401999,0.013072023720983124,2
62.5,5.307780199504999,0.011034072020961731,2
67.5,6.223574887492999,0.012937870626754817,2
72.5,3.6980165851199995,0.007687617007714526,2
77.5,2.8312479340739998,0.005885736115577105,2
82.5,0.8255403088289999,0.0017161734061021745,2
87.5,1.2189294143009999,0.00253396984055976,2
92.5,1.2189294143009999,0.00253396984055976,2
97.5,0.8255403088289999,0.0017161734061021745,2
102.5,0.43215120335699997,8.983769716445895e-4,2
107.5,0.8255403088289999,0.0017161734061021745,2
112.5,0.387230141268,8.049928796668651e-4,2
2.5,41.327164994453085,0.08606322452523664,3
7.5,86.5863932093011,0.18031491394589239,3
12.5,92.53083650545152,0.19269413129948532,3
17.5,67.19950657119284,0.1399420023802245,3
22.5,40.87556174448735,0.08512276727627353,3
27.5,32.16205439927079,0.06697701401315169,3
32.5,29.82256849822083,0.06210506839571792,3
37.5,22.974953568403222,0.04784500915269086,3
42.5,16.41788128109843,0.03419000076858655,3
47.5,12.37980640287702,0.02578076812606843,3
52.5,7.420711717526181,0.015453525030527245,3
57.5,6.857204538308829,0.014280029464279838,3
62.5,5.836518446839139,0.012154465412844602,3
67.5,4.541810518337399,0.009458254841415254,3
72.5,5.04378028593454,0.010503599636283039,3
77.5,2.334640772035787,0.004861855706203318,3
82.5,1.1673203860178936,0.002430927853101659,3
87.5,1.1673203860178936,0.002430927853101659,3
92.5,1.1673203860178936,0.002430927853101659,3
97.5,0.7969052043054584,0.0016595435842907587,3
102.5,0.42649002259302327,8.881593154798581e-4,3
107.5,0.7969052043054584,0.0016595435842907587,3
112.5,0.3617503979725656,7.533399817525672e-4,3
2.5,54.288631351710016,0.11315756938562926,4
7.5,84.06333936179624,0.17521906372982324,4
12.5,89.7025872762525,0.18697334029334078,4
17.5,61.32364704803361,0.12782114179415807,4
22.5,42.33979799180983,0.08825178512961049,4
27.5,31.71707868441439,0.06611011260699308,4
32.5,28.792033833341893,0.06001323822555985,4
37.5,23.164048650803174,0.04828243735735269,4
42.5,15.327775230152552,0.03194874775708789,4
47.5,11.96637238904261,0.0249423420740688,4
52.5,7.320811504102391,0.01525927648401631,4
57.5,7.0058497353750795,0.014602779768015406,4
62.5,5.5922657596610525,0.011656348391287851,4
67.5,4.4378589220715075,0.009250137945909417,4
72.5,4.828713192281688,0.01006482268007494,4
77.5,2.236937746995825,0.0046626048956203816,4
82.5,1.1184688734979127,0.002331302447810191,4
87.5,1.1184688734979127,0.002331302447810191,4
92.5,1.1184688734979127,0.002331302447810191,4
97.5,0.7696859383974837,0.0016043099229211464,4
102.5,0.42090300329705466,8.773173980321016e-4,4
107.5,0.7696859383974837,0.0016043099229211464,4
112.5,0.33794722178597075,7.044068941465786e-4,4
2.5,66.87046047113122,0.13939499160658425,5
7.5,76.14439637332319,0.15872699871612317,5
12.5,82.202361547168,0.17135514571274263,5
17.5,64.84894054570854,0.13518102700918944,5
22.5,45.28082266027768,0.09439025617886343,5
27.5,30.903494699141596,0.06441995993224377,5
32.5,26.92243033998746,0.05612122190920986,5
37.5,23.988130332235006,0.0500045192265891,5
