numtrees,ba,timb_vol,maxdbh,densVLT,totcarea,Dstar,numcohorts,time
429.6389,29.930754530897623,NA,135.5,5.140499999999999,12139.821370656733,5.5,375,0
441.98933318592094,28.276037724074172,NA,137.3659087034765,5.126625506158441,11751.694304110997,6.978558404824615,382,5
453.51162809945015,26.796392155069555,NA,139.23181740695298,5.47088471169587,11432.46606391902,0.1,390,10
464.68679338574776,25.491805953122398,NA,141.09772611042948,5.123556338080975,11181.957243924233,0.1,398,15
475.1390416940626,24.36142208234436,NA,142.96363481390597,4.626771997396095,10992.250016505921,0.1,406,20
485.11282171147536,23.406604112711825,NA,144.82954351738246,4.947191318310577,10859.016705891358,0.1,414,25
494.9140908427614,22.624957773838485,NA,146.69545222085895,4.765568383282581,10781.307119775473,0.1,422,30
504.5085240239561,22.017014359751474,NA,148.56136092433545,4.705166737596193,10754.93271798482,0.1,430,35
514.0739319289446,21.57751216688129,NA,150.42726962781194,5.0172650416813935,10776.69945117721,0.1,438,40
523.7704403040146,21.300786261084898,NA,152.29317833128843,4.964396891514951,10843.945113514876,0.1,446,45
533.5121255958379,21.181487964467284,NA,154.15908703476492,4.935233279056415,10953.058809138602,0.1,454,50
543.5275085505989,21.213341995797194,NA,156.02499573824142,4.80237832921913,11102.882022485936,0.1,462,55
553.5192623281258,21.391738237749838,NA,157.8909044417179,4.948852913437501,11289.530090646016,0.1,470,60
563.6481771855301,21.710995611852304,NA,159.7568131451944,5.164544693901099,11511.913353254175,0.1,478,65
573.8406021209084,22.11317178666516,NA,161.6227218486709,4.940641703099095,11755.046646174414,0.1,476,70
584.4875900090552,22.701773742207788,NA,163.48863055214738,5.321154405970924,12046.171320231171,0.1,479,75
595.4395847003025,23.427479289506117,NA,165.35453925562388,5.35969329562014,12373.23214586853,0.1,487,80
606.6486310787691,24.244101603816528,NA,167.22044795910037,5.384377377469838,12725.101098909623,0.1,490,85
618.0922088047703,25.2093856889702,NA,169.08635666257686,5.638730773811734,13114.152119420094,0.1,497,90
629.3778100704334,26.164964572644312,NA,170.95226536605335,5.575306348289543,13502.089930814185,3.05711680964923,479,95
640.7341474681425,27.362598584473385,NA,172.81817406952985,5.6755203381262,13944.913272981368,8.97135042894769,484,100
