dbh,n,rel_freq,time
7.5,167.9985,0.37414730399962587,0
12.5,75.4903,0.1681234786210767,0
17.5,37.9638,0.08454869192035046,0
22.5,32.7271,0.0728861045350176,0
27.5,21.8183,0.048591256010351504,0
32.5,12.6547,0.028183120015500527,0
37.5,16.1455,0.03595743590999895,0
42.5,18.3271,0.04081604928098491,0
47.5,10.0364,0.022351937677192624,0
52.5,10.9093,0.024295962068251315,0
57.5,9.6001,0.02138025954473884,0
62.5,13.5273,0.030126476280408092,0
67.5,7.8546000000000005,0.017492878888772587,0
72.5,6.109,0.01360527552408929,0
77.5,2.6182,0.005830959629590861,0
82.5,1.7456,0.0038876033646832973,0
87.5,0.4364,9.719008411708243e-4,0
92.5,0.4364,9.719008411708243e-4,0
97.5,0.4364,9.719008411708243e-4,0
102.5,1.3092000000000001,0.002915702523512473,0
107.5,0.4364,9.719008411708243e-4,0
117.5,0.4364,9.719008411708243e-4,0
2.5,11.159058350030364,0.02459737088589704,1
7.5,165.12533025,0.3639777536251015,1
12.5,74.25302435731525,0.16367233885029916,1
17.5,37.48724656,0.08263131871918915,1
22.5,32.31447662,0.07122923292211532,1
27.5,21.54688019,0.047494742552894306,1
32.5,12.50096767,0.027555276490758868,1
37.5,15.95664208,0.03517245192415394,1
42.5,18.12467267,0.039951336561320036,1
47.5,9.9286611,0.02188526592626106,1
52.5,10.78990797,0.023783670614291954,1
57.5,9.51636136,0.020976453614072427,1
62.5,13.38674648,0.02950775574384739,1
67.5,7.77688314,0.0171422061728299,1
72.5,6.04267318,0.013319571301490547,1
77.5,2.59520332,0.0057204807595775,1
82.5,1.7316352,0.0038169594527981475,1
87.5,0.4329088,9.542398631995369e-4,1
92.5,0.4329088,9.542398631995369e-4,1
97.5,0.42775928,9.42889026117123e-4,1
102.5,1.28327784,0.0028286670783513692,1
107.5,0.42775928,9.42889026117123e-4,1
117.5,0.42775928,9.42889026117123e-4,1
2.5,22.16338606975472,0.04835814493148561,2
7.5,145.89104400137398,0.3183187003926185,2
12.5,79.30667406625476,0.17303870565895357,2
17.5,42.133126385071996,0.09192998875412635,2
22.5,28.942300291084,0.06314901286842527,2
27.5,25.474725447913,0.0555831343379931,2
32.5,15.768370397083999,0.03440490268931069,2
37.5,14.068802560545999,0.030696626909539212,2
42.5,19.187465419143,0.041865003419897295,2
47.5,9.406062920951,0.02052302624402442,2
52.5,9.815223137588,0.02141577020444892,2
57.5,10.282071090428,0.022434382653528276,2
62.5,13.247901373885998,0.02890550806000991,2
67.5,6.846255068972,0.01493779848536158,2
72.5,6.841222700552,0.01492681839411392,2
77.5,2.9917063084119997,0.006527584133547892,2
82.5,2.5765747712,0.005621811388402074,2
92.5,0.8588910592,0.0018740087002243175,2
97.5,0.419289646256,9.148452956648503e-4,2
102.5,1.257868938768,0.002744535886994551,2
107.5,0.419289646256,9.148452956648503e-4,2
122.5,0.419289646256,9.148452956648503e-4,2
2.5,33.01644207326577,0.07131781314082536,3
7.5,135.19825779326723,0.29203764793520165,3
12.5,84.08401997704996,0.18162733620859597,3
17.5,41.18209646897512,0.08895619504380173,3
22.5,29.497938956249286,0.06371760148634248,3
27.5,26.38930303662628,0.05700273150893665,3
32.5,15.16345211543317,0.032754112091743885,3
37.5,13.486143537489328,0.02913100880654274,3
42.5,20.22758169918695,0.043692984504877706,3
47.5,8.890580089153088,0.019204271862629737,3
52.5,9.70653984802928,0.020966801740465515,3
57.5,10.608321601741546,0.02291471310118518,3
62.5,13.110740647431205,0.028320112432358022,3
67.5,6.779633755290014,0.014644480839275964,3
72.5,6.772257985354245,0.01462854866279003,3
77.5,2.96082572673219,0.006395589671747699,3
82.5,2.5559621730304,0.0055210562133465365,3
92.5,0.8520199307263999,0.0018404223591677261,3
97.5,0.41098771126013117,8.877620650275687e-4,3
102.5,1.2329631337803935,0.002663286195082706,3
107.5,0.41098771126013117,8.877620650275687e-4,3
122.5,0.41098771126013117,8.877620650275687e-4,3
2.5,43.72160057366077,0.09351568467128699,4
7.5,132.95787263236772,0.28438223506263965,4
12.5,80.51917775807641,0.1722216464726537,4
17.5,41.9649211581149,0.08975834102107089,4
22.5,29.991879064924508,0.06414932364174467,4
27.5,26.03309528249726,0.05568192146474622,4
32.5,14.986269139792544,0.032053977916813865,4
37.5,12.900597956075085,0.02759295713565766,4
42.5,20.424653309575373,0.043686082242132426,4
47.5,8.39873122930235,0.017963960398821397,4
52.5,10.00202055791983,0.021393219559616067,4
57.5,10.510154418457528,0.022480061881245843,4
62.5,12.169632650742152,0.026029502913893745,4
67.5,7.519373972712677,0.016083112148947677,4
72.5,6.704158129975806,0.014339455313695735,4
77.5,2.9303155438187805,0.0062676219714657986,4
82.5,2.5355144756461567,0.005423186001265747,4
92.5,0.8452037712805888,0.0018077977091642454,4
102.5,1.2085504637315416,0.002584956236568847,4
107.5,0.8057003091543611,0.001723304157712565,4
122.5,0.40285015457718054,8.616520788562825e-4,4
2.5,54.28215330817009,0.114980260922638,5
7.5,125.10364942418065,0.2649940979957679,5
12.5,81.93382890244995,0.17355194021340598,5
17.5,41.45179861479586,0.08780304998925888,5
22.5,30.471834964108584,0.0645453306738557,5
27.5,26.086447671421492,0.05525621916242843,5
32.5,14.402124260084285,0.030506527548079136,5
37.5,13.168040278831347,0.02789249531985591,5
42.5,17.736695282219593,0.0375698038336291,5
47.5,11.57382309033049,0.024515630233820467,5
52.5,9.907644343201351,0.020986336434419404,5
57.5,9.983972705435042,0.021148014895397232,5
62.5,12.051721138092343,0.025527912151122496,5
